行業別大類,行業別中類,行業別小類,月份,用電量
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,11,25660072
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,11,5335417
H.運輸及倉儲業,53 倉儲業,,11,63838296
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,11,3170524
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,11,4061531
I.住宿及餐飲業,55 住宿業,551 短期住宿業,11,169356635
I.住宿及餐飲業,55 住宿業,559 其他住宿業,11,375248
I.住宿及餐飲業,56 餐飲業,561 餐食業,11,99150876
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,11,5340158
I.住宿及餐飲業,56 餐飲業,563 飲料業,11,5414793
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,11,4576653
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,11,362788
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,11,8354768
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,11,163239
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,11,4338024
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,11,9533267
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,11,117272488
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,11,4956662
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",11,46827435
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,11,465380
K.金融及保險業,64 金融服務業,641 貨幣中介業,11,54938613
K.金融及保險業,64 金融服務業,642 控股業,11,1198242
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,11,796750
K.金融及保險業,64 金融服務業,649 其他金融服務業,11,1754453
K.金融及保險業,65 保險業,651 人身保險業,11,26650037
K.金融及保險業,65 保險業,652 財產保險業,11,2522909
K.金融及保險業,65 保險業,653 再保險業,11,0
K.金融及保險業,65 保險業,654 退休基金,11,0
K.金融及保險業,65 保險業,655 保險輔助業,11,419568
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,11,6420458
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,11,149266
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,11,187040
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,11,1606466
L.不動產業,67 不動產開發業,,11,22717244
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,11,21363308
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,11,2424150
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,11,1564872
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,11,357802
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,11,14660591
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,11,2841007
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,11,4659960
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,11,6221332
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,11,16526903
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,11,100760
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,11,11903398
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,11,646793
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,11,125840
M.專業、科學及技術服務業,74 專門設計業,,11,338739
M.專業、科學及技術服務業,75 獸醫業,,11,320399
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,11,2545186
N.支援服務業,77 租賃業,771 機械設備租賃業,11,573374
N.支援服務業,77 租賃業,772 運輸工具租賃業,11,139315
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,11,5938087
N.支援服務業,77 租賃業,774 智慧財產租賃業,11,29146
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,11,924868
N.支援服務業,78 人力仲介及供應業,782 人力供應業,11,520306
N.支援服務業,79 旅行及相關服務業,,11,1960143
N.支援服務業,80 保全及偵探業,,11,945903
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,11,209388
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,11,22231808
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,11,55245
N.支援服務業,82 行政支援服務業,,11,5923806
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,831 公共行政,11,115065660
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,832 國防事務,11,65822901
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,833 強制性社會安全事務,11,1236329
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,11,1028213
P.教育業,85 教育業,851 學前教育,11,2555440
P.教育業,85 教育業,852 小學教育,11,20948901
P.教育業,85 教育業,853 國民中學教育,11,24419592
P.教育業,85 教育業,854 高級中等教育,11,28467242
P.教育業,85 教育業,855 大專校院,11,167605732
P.教育業,85 教育業,856 特殊教育學校,11,81836
P.教育業,85 教育業,858 教育輔助業,11,15080
P.教育業,85 教育業,859 其他教育業,11,13057918
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,11,198297265
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,11,16462786
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,11,12449789
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,11,18842887
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,11,6357647
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,11,576836
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,11,750182
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,11,5267057
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,11,15201191
R.藝術、娛樂及休閒服務業,92 博弈業,,11,175125
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,11,26683593
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,11,34824867
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,11,6533843
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,11,626575
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,11,26932223
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,11,6577297
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,11,187450
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,11,108190
S.其他服務業,96 未分類其他服務業,961 洗衣業,11,4652854
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,11,6512103
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,11,3369713
S.其他服務業,96 未分類其他服務業,964 家事服務業,11,76182
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,11,4318124
T.家庭(住宅用),97 住宅與公共設施,,11,230237033
U.其他不能歸類,98 其他不能歸類,,11,88489360
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,12,38205810
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,12,48521771
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,12,61361540
A.農、林、漁、牧業,02 林業,021 林業,12,183310
A.農、林、漁、牧業,03 漁業,031 漁撈業,12,111948
A.農、林、漁、牧業,03 漁業,032 水產養殖業,12,77557726
B.礦業及土石採取業,05 石油及天然氣礦業,,12,2484085
B.礦業及土石採取業,06 砂、石採取及其他礦業,,12,22957297
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,12,35793577
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,12,16584732
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,12,18602399
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,12,13165240
C.製造業,08 食品及飲料製造業,085 乳品製造業,12,17852275
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,12,20752262
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,12,30103701
C.製造業,08 食品及飲料製造業,089 其他食品製造業,12,138753723
C.製造業,09 飲料製造業,091 酒精飲料製造業,12,9600376
C.製造業,09 飲料製造業,092 非酒精飲料製造業,12,23406723
C.製造業,10 菸草製造業,,12,4618336
C.製造業,11 紡織業,111 紡紗業,12,121022174
C.製造業,11 紡織業,112 織布業,12,178296695
C.製造業,11 紡織業,113 不織布業,12,27128988
C.製造業,11 紡織業,114 染整業,12,63469299
C.製造業,11 紡織業,115 紡織品製造業,12,23068252
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,12,12308122
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,12,3860989
C.製造業,13 皮革、毛皮及其製品製造業,,12,11954103
C.製造業,14 木竹製品製造業,,12,10963412
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,12,108507394
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,12,33572977
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,12,33343010
C.製造業,16 印刷及資料儲存媒體複製業,,12,38083820
C.製造業,17 石油及煤製品製造業,,12,167925477
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,12,396999408
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,12,13258093
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,12,201928092
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,12,119655751
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,12,5146342
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,12,18367008
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,12,12726638
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,12,87364913
C.製造業,20 藥品及醫用化學製品製造業,,12,67321256
C.製造業,21 橡膠製品製造業,,12,84275211
C.製造業,22 塑膠製品製造業,,12,437913887
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,12,245038538
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,12,33864465
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,12,144430266
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,12,10132763
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,12,41218395
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,12,984795980
C.製造業,24 基本金屬製造業,242 鋁製造業,12,66147031
C.製造業,24 基本金屬製造業,243 銅製造業,12,96782552
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,12,27790397
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,12,84395905
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,12,71515680
C.製造業,25 金屬製品製造業,253 金屬容器製造業,12,12508684
C.製造業,25 金屬製品製造業,254 金屬加工處理業,12,172009691
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,12,159769082
C.製造業,26 電子零組件製造業,261 半導體製造業,12,2307236513
